master_order_id,master_order_status,Invoice_date,order_id,order_status,ordereditem_quantity,prod_names,ordereditem_unit_price_net,ordereditem_product_id,value,group,dist_names,retailer_names,bill_amount
25817,processed,31-01-2018,25875,processed,2,ProdName828,50.71,5714.0,101.42,Hyderabad,DistName6,RetailerID132,463.01
25818,processed,31-01-2018,25877,processed,1,ProdName183,20.87,1788.0,20.87,Hyderabad,DistName1,RetailerID16,1239.01
25818,processed,31-01-2018,25877,processed,1,ProdName829,187.86,4048.0,187.86,Hyderabad,DistName1,RetailerID141,1239.01
25818,processed,31-01-2018,25877,processed,1,ProdName830,83.0,2626.0,83.0,Hyderabad,DistName3,RetailerID52,1239.01
25818,processed,31-01-2018,25877,processed,1,ProdName509,129.17,3875.0,129.17,Hyderabad,DistName1,RetailerID1,1239.01
25818,processed,31-01-2018,25877,processed,1,ProdName347,33.57,2141.0,33.57,Hyderabad,DistName3,RetailerID77,1239.01
25818,processed,31-01-2018,25877,processed,1,ProdName62,140.4,2527.0,140.4,Hyderabad,DistName3,RetailerID179,1239.01
25818,processed,31-01-2018,25877,processed,1,ProdName517,318.0,3921.0,318.0,Hyderabad,DistName1,RetailerID1,1239.01
25818,processed,31-01-2018,25877,processed,1,ProdName256,67.07,1535.0,67.07,Hyderabad,DistName3,RetailerID35,1239.01
25818,processed,31-01-2018,25877,processed,1,ProdName12,85.59,2242.0,85.59,Hyderabad,DistName3,RetailerID37,1239.01
25818,processed,31-01-2018,25877,processed,1,ProdName496,114.11,2241.0,114.11,Hyderabad,DistName3,RetailerID37,1239.01
25818,processed,31-01-2018,25877,processed,3,ProdName831,19.79,4501.0,59.37,Hyderabad,DistName1,RetailerID20,1239.01
25821,processed,31-01-2018,25883,rejected,3,ProdName134,61.29,891.0,183.87,Hyderabad,DistName3,RetailerID67,183.87
25821,processed,31-01-2018,25882,processed,1,ProdName819,210.0,4184.0,210.0,Hyderabad,DistName1,RetailerID36,612.31
25821,processed,31-01-2018,25882,processed,1,ProdName36,116.74,1732.0,116.74,Hyderabad,DistName7,RetailerID81,612.31
25821,processed,31-01-2018,25882,processed,1,ProdName818,101.7,1731.0,101.7,Hyderabad,DistName7,RetailerID205,612.31
25821,processed,31-01-2018,25882,processed,3,ProdName817,61.29,6301.0,183.87,Hyderabad,DistName1,RetailerID115,612.31
25822,delivered,31-01-2018,25884,delivered,10,ProdName832,25.85,30198.0,258.5,Gurugram,DistName3,RetailerID127,430.0
25822,delivered,31-01-2018,25884,delivered,10,ProdName811,17.56,31599.0,175.6,Gurugram,DistName1,RetailerID42,430.0
26119,processed,16-02-2018,26466,processed,1,ProdName622,40.63,2717.0,40.63,Hyderabad,DistName3,RetailerID148,5151.5
25818,processed,31-01-2018,25876,processed,1,ProdName205,26.4,4337.0,26.4,Hyderabad,DistName3,RetailerID34,453.74
25823,processed,31-01-2018,25885,processed,1,ProdName833,363.57,4467.0,363.57,Hyderabad,DistName3,RetailerID4,3254.77
25823,processed,31-01-2018,25885,processed,1,ProdName834,30.74,1997.0,30.74,Hyderabad,DistName1,RetailerID31,3254.77
25823,processed,31-01-2018,25885,processed,3,ProdName563,390.0,5996.0,1170.0,Hyderabad,DistName1,RetailerID21,3254.77
25823,processed,31-01-2018,25885,processed,10,ProdName276,22.14,2024.0,221.4,Hyderabad,DistName1,RetailerID13,3254.77
25823,processed,31-01-2018,25885,processed,3,ProdName835,146.57,5743.0,439.71,Hyderabad,DistName3,RetailerID34,3254.77
25823,processed,31-01-2018,25885,processed,2,ProdName836,97.04,3499.0,194.08,Hyderabad,DistName1,RetailerID13,3254.77
25823,processed,31-01-2018,25885,processed,2,ProdName837,68.89,11453.0,137.78,Hyderabad,DistName2,RetailerID80,3254.77
25823,processed,31-01-2018,25886,processed,6,ProdName838,38.97,318.0,233.82,Hyderabad,DistName3,RetailerID29,3155.18
25823,processed,31-01-2018,25886,processed,2,ProdName839,59.9,564.0,119.8,Hyderabad,DistName3,RetailerID25,3155.18
25823,processed,31-01-2018,25886,processed,3,ProdName840,70.71,209.0,212.13,Hyderabad,DistName3,RetailerID37,3155.18
25823,processed,31-01-2018,25886,processed,3,ProdName841,74.57,1296.0,223.71,Hyderabad,DistName1,RetailerID42,3155.18
25823,processed,31-01-2018,25886,processed,4,ProdName842,37.86,4169.0,151.44,Hyderabad,DistName1,RetailerID137,3155.18
25823,processed,31-01-2018,25886,processed,4,ProdName843,99.47,5393.0,397.88,Hyderabad,DistName3,RetailerID37,3155.18
25823,processed,31-01-2018,25886,processed,1,ProdName844,82.14,196.0,82.14,Hyderabad,DistName1,RetailerID42,3155.18
25829,cancelled,31-01-2018,25894,cancelled,2,ProdName406,500.0,5682.0,1000.0,Hyderabad,DistName1,RetailerID36,1000.0
25828,processed,31-01-2018,25892,processed,2,ProdName845,255.0,5640.0,510.0,Hyderabad,DistName3,RetailerID127,1469.32
25828,processed,31-01-2018,25892,processed,1,ProdName62,140.4,2527.0,140.4,Hyderabad,DistName3,RetailerID179,1469.32
25828,processed,31-01-2018,25892,processed,1,ProdName846,80.71,5361.0,80.71,Hyderabad,DistName3,RetailerID34,1469.32
25828,processed,31-01-2018,25892,processed,1,ProdName847,48.22,3894.0,48.22,Hyderabad,DistName3,RetailerID34,1469.32
25828,processed,31-01-2018,25892,processed,3,ProdName126,53.29,612.0,159.87,Hyderabad,DistName3,RetailerID146,1469.32
25828,processed,31-01-2018,25892,processed,1,ProdName848,49.78,4567.0,49.78,Hyderabad,DistName3,RetailerID101,1469.32
25828,processed,31-01-2018,25892,processed,1,ProdName849,106.25,6729.0,106.25,Hyderabad,DistName1,RetailerID15,1469.32
25828,processed,31-01-2018,25892,processed,2,ProdName850,66.47,15535.0,132.94,Hyderabad,DistName1,RetailerID36,1469.32
25828,processed,31-01-2018,25892,processed,3,ProdName851,20.1,8588.0,60.3,Hyderabad,DistName3,RetailerID35,1469.32
25828,processed,31-01-2018,25892,processed,2,ProdName852,12.61,10479.0,25.22,Hyderabad,DistName1,RetailerID20,1469.32
25823,processed,31-01-2018,25885,processed,1,ProdName853,61.07,24812.0,61.07,Hyderabad,DistName1,RetailerID42,3254.77
25823,processed,31-01-2018,25885,processed,3,ProdName854,132.14,23400.0,396.42,Hyderabad,DistName3,RetailerID37,3254.77
25823,processed,31-01-2018,25885,processed,4,ProdName418,60.0,5578.0,240.0,Hyderabad,DistName3,RetailerID34,3254.77
25825,processed,31-01-2018,25888,processed,1,ProdName855,178.57,6320.0,178.57,Hyderabad,DistName3,RetailerID35,178.57
25831,processed,31-01-2018,25896,processed,5,ProdName461,42.36,4337.0,211.8,Hyderabad,DistName5,RetailerID119,687.68
25824,processed,31-01-2018,25887,processed,5,ProdName551,35.91,502.0,179.55,Hyderabad,DistName3,RetailerID35,1271.18
25824,processed,31-01-2018,25887,processed,2,ProdName732,115.1,5994.0,230.2,Hyderabad,DistName7,RetailerID81,1271.18
25824,processed,31-01-2018,25887,processed,2,ProdName350,361.07,2816.0,722.14,Hyderabad,DistName1,RetailerID79,1271.18
25825,processed,31-01-2018,25889,processed,3,ProdName856,33.27,4834.0,99.81,Hyderabad,DistName3,RetailerID34,485.11
25825,processed,31-01-2018,25889,processed,4,ProdName204,42.97,890.0,171.88,Hyderabad,DistName3,RetailerID90,485.11
25825,processed,31-01-2018,25889,processed,2,ProdName568,24.39,4827.0,48.78,Hyderabad,DistName3,RetailerID34,485.11
25825,processed,31-01-2018,25889,processed,1,ProdName857,35.0,5795.0,35.0,Hyderabad,DistName3,RetailerID24,485.11
25825,processed,31-01-2018,25889,processed,1,ProdName858,129.64,1983.0,129.64,Hyderabad,DistName3,RetailerID95,485.11
25823,processed,31-01-2018,25886,processed,3,ProdName403,25.72,2571.0,77.16,Hyderabad,DistName1,RetailerID13,3155.18
25823,processed,31-01-2018,25886,processed,4,ProdName232,82.87,504.0,331.48,Hyderabad,DistName1,RetailerID79,3155.18
25823,processed,31-01-2018,25886,processed,5,ProdName208,48.57,2.0,242.85,Hyderabad,DistName3,RetailerID29,3155.18
25823,processed,31-01-2018,25886,processed,3,ProdName859,214.2,2952.0,642.6,Hyderabad,DistName1,RetailerID115,3155.18
25823,processed,31-01-2018,25886,processed,2,ProdName860,45.0,4974.0,90.0,Hyderabad,DistName3,RetailerID77,3155.18
25828,processed,31-01-2018,25893,processed,2,ProdName861,69.84,1965.0,139.68,Hyderabad,DistName1,RetailerID40,407.62
25828,processed,31-01-2018,25893,processed,2,ProdName482,87.86,4237.0,175.72,Hyderabad,DistName3,RetailerID101,407.62
25828,processed,31-01-2018,25893,processed,1,ProdName746,92.22,2900.0,92.22,Hyderabad,DistName3,RetailerID123,407.62
25827,processed,31-01-2018,25891,processed,1,ProdName862,149.23,4191.0,149.23,Hyderabad,DistName3,RetailerID95,656.55
25827,processed,31-01-2018,25891,processed,2,ProdName236,46.43,2348.0,92.86,Hyderabad,DistName1,RetailerID28,656.55
25827,processed,31-01-2018,25891,processed,2,ProdName214,67.96,2028.0,135.92,Hyderabad,DistName1,RetailerID13,656.55
25827,processed,31-01-2018,25891,processed,1,ProdName440,32.4,252.0,32.4,Hyderabad,DistName1,RetailerID206,656.55
25827,processed,31-01-2018,25891,processed,2,ProdName863,27.71,2040.0,55.42,Hyderabad,DistName1,RetailerID20,656.55
25827,processed,31-01-2018,25891,processed,1,ProdName864,79.29,3430.0,79.29,Hyderabad,DistName3,RetailerID34,656.55
25827,processed,31-01-2018,25891,processed,1,ProdName282,111.43,2622.0,111.43,Hyderabad,DistName3,RetailerID34,656.55
25826,processed,31-01-2018,25890,processed,3,ProdName865,91.0,629.0,273.0,Hyderabad,DistName3,RetailerID123,1254.23
25826,processed,31-01-2018,25890,processed,6,ProdName243,78.03,3892.0,468.18,Hyderabad,DistName1,RetailerID91,1254.23
25826,processed,31-01-2018,25890,processed,2,ProdName866,115.0,2470.0,230.0,Hyderabad,DistName3,RetailerID95,1254.23
25826,processed,31-01-2018,25890,processed,3,ProdName867,94.35,5492.0,283.05,Hyderabad,DistName1,RetailerID16,1254.23
25830,processed,31-01-2018,25895,processed,10,ProdName10,19.44,922.0,194.4,Hyderabad,DistName1,RetailerID56,1447.89
25830,processed,31-01-2018,25895,processed,3,ProdName528,178.58,673.0,535.74,Hyderabad,DistName3,RetailerID35,1447.89
25830,processed,31-01-2018,25895,processed,3,ProdName382,54.49,3120.0,163.47,Hyderabad,DistName1,RetailerID122,1447.89
25830,processed,31-01-2018,25895,processed,2,ProdName174,277.14,2557.0,554.28,Hyderabad,DistName3,RetailerID114,1447.89
25831,processed,31-01-2018,25896,processed,2,ProdName60,92.14,2173.0,184.28,Hyderabad,DistName3,RetailerID8,687.68
25831,processed,31-01-2018,25896,processed,15,ProdName10,19.44,922.0,291.6,Hyderabad,DistName1,RetailerID56,687.68
25834,processed,31-01-2018,25900,processed,5,ProdName284,4.44,4337.0,22.2,Hyderabad,DistName1,RetailerID36,788.89
25832,processed,31-01-2018,25897,processed,2,ProdName406,500.0,5682.0,1000.0,Hyderabad,DistName1,RetailerID36,1000.0
25824,processed,31-01-2018,25887,processed,3,ProdName78,46.43,4337.0,139.29,Hyderabad,DistName1,RetailerID13,1271.18
25833,processed,31-01-2018,25898,processed,3,ProdName868,86.43,2294.0,259.29,Hyderabad,DistName2,RetailerID5,1347.52
25833,processed,31-01-2018,25898,processed,3,ProdName869,104.19,633.0,312.57,Hyderabad,DistName3,RetailerID8,1347.52
25833,processed,31-01-2018,25898,processed,2,ProdName208,48.57,2.0,97.14,Hyderabad,DistName3,RetailerID29,1347.52
25833,processed,31-01-2018,25898,processed,2,ProdName3,52.8,705.0,105.6,Hyderabad,DistName3,RetailerID29,1347.52
25833,processed,31-01-2018,25898,processed,3,ProdName488,10.18,1332.0,30.54,Hyderabad,DistName1,RetailerID119,1347.52
25833,processed,31-01-2018,25898,processed,1,ProdName870,208.5,393.0,208.5,Hyderabad,DistName1,RetailerID13,1347.52
25834,processed,31-01-2018,25899,processed,5,ProdName871,34.29,8458.0,171.45,Hyderabad,DistName4,RetailerID107,262.2
25834,processed,31-01-2018,25900,processed,1,ProdName781,90.13,5076.0,90.13,Hyderabad,DistName1,RetailerID85,788.89
25834,processed,31-01-2018,25900,processed,5,ProdName665,7.71,116.0,38.55,Hyderabad,DistName1,RetailerID13,788.89
25834,processed,31-01-2018,25900,processed,2,ProdName872,53.75,2694.0,107.5,Hyderabad,DistName3,RetailerID52,788.89
25834,processed,31-01-2018,25900,processed,2,ProdName83,57.86,948.0,115.72,Hyderabad,DistName1,RetailerID20,788.89
25834,processed,31-01-2018,25900,processed,6,ProdName780,51.96,1349.0,311.76,Hyderabad,DistName4,RetailerID53,788.89
25833,processed,31-01-2018,25898,processed,2,ProdName873,114.4,4094.0,228.8,Hyderabad,DistName1,RetailerID13,1347.52
25833,processed,31-01-2018,25898,processed,2,ProdName874,52.54,1763.0,105.08,Hyderabad,DistName7,RetailerID133,1347.52
25834,processed,31-01-2018,25899,processed,3,ProdName875,30.25,12270.0,90.75,Hyderabad,DistName3,RetailerID37,262.2
25834,processed,31-01-2018,25900,processed,1,ProdName35,103.03,2454.0,103.03,Hyderabad,DistName4,RetailerID94,788.89
25801,processed,30-01-2018,25848,processed,1,ProdName367,235.93,538.0,235.93,Hyderabad,DistName3,RetailerID37,1175.35
25835,accepted,01-02-2018,25901,cancelled,6,ProdName802,36.93,22235.0,221.58,Hyderabad,DistName3,RetailerID114,221.58
25835,accepted,01-02-2018,25902,processed,1,ProdName798,44.64,942.0,44.64,Hyderabad,DistName1,RetailerID32,767.39
25835,accepted,01-02-2018,25902,processed,4,ProdName35,103.03,2454.0,412.12,Hyderabad,DistName4,RetailerID94,767.39
25835,accepted,01-02-2018,25902,processed,3,ProdName790,34.09,2067.0,102.27,Hyderabad,DistName3,RetailerID131,767.39
25835,accepted,01-02-2018,25902,processed,2,ProdName830,83.0,2626.0,166.0,Hyderabad,DistName3,RetailerID52,767.39
25840,processed,01-02-2018,25908,processed,2,ProdName40,88.14,1688.0,176.28,Hyderabad,DistName3,RetailerID63,494.82
25840,processed,01-02-2018,25908,processed,1,ProdName876,44.29,2761.0,44.29,Hyderabad,DistName1,RetailerID177,494.82
25840,processed,01-02-2018,25908,processed,1,ProdName877,102.37,4625.0,102.37,Hyderabad,DistName1,RetailerID30,494.82
25840,processed,01-02-2018,25908,processed,4,ProdName204,42.97,890.0,171.88,Hyderabad,DistName3,RetailerID90,494.82
25839,processed,01-02-2018,25907,processed,2,ProdName204,42.97,890.0,85.94,Hyderabad,DistName3,RetailerID90,561.2
25839,processed,01-02-2018,25907,processed,1,ProdName219,88.57,159.0,88.57,Hyderabad,DistName3,RetailerID34,561.2
25839,processed,01-02-2018,25907,processed,1,ProdName14,36.15,851.0,36.15,Hyderabad,DistName3,RetailerID34,561.2
25839,processed,01-02-2018,25907,processed,1,ProdName111,131.25,3840.0,131.25,Hyderabad,DistName2,RetailerID5,561.2
25839,processed,01-02-2018,25907,processed,1,ProdName786,91.43,1153.0,91.43,Hyderabad,DistName8,RetailerID9,561.2
25839,processed,01-02-2018,25907,processed,1,ProdName645,127.86,3829.0,127.86,Hyderabad,DistName1,RetailerID1,561.2
25837,processed,01-02-2018,25905,processed,1,ProdName878,39.64,2577.0,39.64,Hyderabad,DistName1,RetailerID79,675.31
25837,processed,01-02-2018,25905,processed,4,ProdName257,38.82,96.0,155.28,Hyderabad,DistName1,RetailerID13,675.31
25837,processed,01-02-2018,25905,processed,3,ProdName879,95.72,1991.0,287.16,Hyderabad,DistName4,RetailerID59,675.31
25837,processed,01-02-2018,25905,processed,1,ProdName880,79.34,2526.0,79.34,Hyderabad,DistName3,RetailerID179,675.31
25837,processed,01-02-2018,25905,processed,1,ProdName881,60.6,3707.0,60.6,Hyderabad,DistName1,RetailerID21,675.31
25837,processed,01-02-2018,25905,processed,1,ProdName126,53.29,612.0,53.29,Hyderabad,DistName3,RetailerID146,675.31
25838,processed,01-02-2018,25906,processed,2,ProdName83,57.86,948.0,115.72,Hyderabad,DistName1,RetailerID20,205.85
25838,processed,01-02-2018,25906,processed,1,ProdName781,90.13,5076.0,90.13,Hyderabad,DistName1,RetailerID85,205.85
25836,processed,01-02-2018,25903,processed,1,ProdName462,75.0,19906.0,75.0,Hyderabad,DistName3,RetailerID37,630.95
25836,processed,01-02-2018,25903,processed,1,ProdName712,170.0,8466.0,170.0,Hyderabad,DistName1,RetailerID85,630.95
25836,processed,01-02-2018,25903,processed,5,ProdName882,33.69,23036.0,168.45,Hyderabad,DistName1,RetailerID13,630.95
25836,processed,01-02-2018,25903,processed,1,ProdName883,217.5,16598.0,217.5,Hyderabad,DistName3,RetailerID179,630.95
25836,processed,01-02-2018,25904,processed,1,ProdName93,133.93,1526.0,133.93,Hyderabad,DistName3,RetailerID8,561.32
25836,processed,01-02-2018,25904,processed,2,ProdName208,48.57,2.0,97.14,Hyderabad,DistName3,RetailerID29,561.32
25836,processed,01-02-2018,25904,processed,5,ProdName884,47.07,3827.0,235.35,Hyderabad,DistName7,RetailerID96,561.32
25836,processed,01-02-2018,25904,processed,1,ProdName885,72.86,5835.0,72.86,Hyderabad,DistName1,RetailerID13,561.32
25836,processed,01-02-2018,25904,processed,1,ProdName886,22.04,243.0,22.04,Hyderabad,DistName3,RetailerID49,561.32
25841,processed,01-02-2018,25909,processed,3,ProdName887,116.61,5629.0,349.83,Hyderabad,DistName1,RetailerID74,520.89
25841,processed,01-02-2018,25909,processed,1,ProdName888,56.66,1264.0,56.66,Hyderabad,DistName3,RetailerID34,520.89
25841,processed,01-02-2018,25909,processed,1,ProdName873,114.4,4094.0,114.4,Hyderabad,DistName1,RetailerID13,520.89
25842,Partially Delivered,01-02-2018,25910,cancelled,1,ProdName889,59.35,30649.0,59.35,Gurugram,DistName3,RetailerID8,188.87
25842,Partially Delivered,01-02-2018,25910,cancelled,1,ProdName890,59.78,29877.0,59.78,Gurugram,DistName3,RetailerID35,188.87
25842,Partially Delivered,01-02-2018,25910,cancelled,1,ProdName891,69.74,30096.0,69.74,Gurugram,DistName1,RetailerID169,188.87
25842,Partially Delivered,01-02-2018,25911,delivered,1,ProdName892,70.71,28117.0,70.71,Gurugram,DistName3,RetailerID83,77.0
25843,new,01-02-2018,25912,processed,3,ProdName893,38.22,6290.0,114.66,Hyderabad,DistName6,RetailerID55,2223.47
25843,new,01-02-2018,25912,processed,1,ProdName894,135.59,12267.0,135.59,Hyderabad,DistName3,RetailerID37,2223.47
25843,new,01-02-2018,25912,processed,1,ProdName895,112.14,21808.0,112.14,Hyderabad,DistName10,RetailerID224,2223.47
25843,new,01-02-2018,25912,processed,1,ProdName896,126.43,15687.0,126.43,Hyderabad,DistName10,RetailerID224,2223.47
25843,new,01-02-2018,25912,processed,4,ProdName897,79.24,14161.0,316.96,Hyderabad,DistName3,RetailerID27,2223.47
25843,new,01-02-2018,25912,processed,1,ProdName898,213.57,14196.0,213.57,Hyderabad,DistName1,RetailerID28,2223.47
25843,new,01-02-2018,25912,processed,10,ProdName899,14.21,15860.0,142.1,Hyderabad,DistName7,RetailerID81,2223.47
25843,new,01-02-2018,25912,processed,2,ProdName900,12.96,22441.0,25.92,Hyderabad,DistName1,RetailerID13,2223.47
25843,new,01-02-2018,25912,processed,1,ProdName901,48.21,19459.0,48.21,Hyderabad,DistName3,RetailerID101,2223.47
25843,new,01-02-2018,25912,processed,10,ProdName902,36.3,22263.0,363.0,Hyderabad,DistName6,RetailerID55,2223.47
25843,new,01-02-2018,25912,processed,3,ProdName903,20.25,19444.0,60.75,Hyderabad,DistName6,RetailerID9,2223.47
25843,new,01-02-2018,25912,processed,1,ProdName904,59.72,12588.0,59.72,Hyderabad,DistName3,RetailerID95,2223.47
25843,new,01-02-2018,25912,processed,6,ProdName905,39.21,12438.0,235.26,Hyderabad,DistName1,RetailerID43,2223.47
26119,processed,16-02-2018,26466,processed,10,ProdName126,53.29,612.0,532.9,Hyderabad,DistName3,RetailerID146,5151.5
26119,processed,16-02-2018,26466,processed,10,ProdName259,56.25,4897.0,562.5,Hyderabad,DistName6,RetailerID188,5151.5
26119,processed,16-02-2018,26466,processed,2,ProdName906,71.76,1459.0,143.52,Hyderabad,DistName3,RetailerID52,5151.5
26119,processed,16-02-2018,26466,processed,4,ProdName141,112.56,466.0,450.24,Hyderabad,DistName1,RetailerID13,5151.5
26119,processed,16-02-2018,26466,processed,2,ProdName907,42.86,2208.0,85.72,Hyderabad,DistName3,RetailerID35,5151.5
26119,processed,16-02-2018,26466,processed,2,ProdName908,51.43,2365.0,102.86,Hyderabad,DistName1,RetailerID28,5151.5
25835,accepted,01-02-2018,25902,processed,1,ProdName461,42.36,4337.0,42.36,Hyderabad,DistName5,RetailerID119,767.39
25843,new,01-02-2018,25914,cancelled,2,ProdName909,92.22,3913.0,184.44,Hyderabad,DistName1,RetailerID119,184.44
25843,new,01-02-2018,25915,processed,1,ProdName910,51.55,3693.0,51.55,Hyderabad,DistName1,RetailerID87,86.27
25843,new,01-02-2018,25915,processed,4,ProdName911,8.68,1454.0,34.72,Hyderabad,DistName7,RetailerID81,86.27
25843,new,01-02-2018,25912,processed,3,ProdName912,89.72,9067.0,269.16,Hyderabad,DistName3,RetailerID34,2223.47
25848,cancelled,01-02-2018,25922,cancelled,6,ProdName54,13.74,1212.0,82.44,Hyderabad,DistName1,RetailerID81,155.28
25848,cancelled,01-02-2018,25922,cancelled,2,ProdName913,36.42,16439.0,72.84,Hyderabad,DistName1,RetailerID79,155.28
25848,cancelled,01-02-2018,25923,cancelled,1,ProdName914,58.39,661.0,58.39,Hyderabad,DistName1,RetailerID13,306.97
25848,cancelled,01-02-2018,25923,cancelled,3,ProdName389,82.86,133.0,248.58,Hyderabad,DistName10,RetailerID235,306.97
25846,processed,01-02-2018,25919,processed,2,ProdName915,45.72,4101.0,91.44,Hyderabad,DistName3,RetailerID44,1450.47
25846,processed,01-02-2018,25919,processed,2,ProdName916,210.12,5484.0,420.24,Hyderabad,DistName1,RetailerID119,1450.47
25846,processed,01-02-2018,25919,processed,4,ProdName917,58.71,1130.0,234.84,Hyderabad,DistName3,RetailerID8,1450.47
25846,processed,01-02-2018,25919,processed,4,ProdName918,139.29,5176.0,557.16,Hyderabad,DistName3,RetailerID146,1450.47
25846,processed,01-02-2018,25919,processed,3,ProdName919,48.93,2321.0,146.79,Hyderabad,DistName6,RetailerID73,1450.47
25844,processed,01-02-2018,25916,processed,1,ProdName920,213.57,1492.0,213.57,Hyderabad,DistName3,RetailerID37,416.73
25844,processed,01-02-2018,25916,processed,3,ProdName921,67.72,2510.0,203.16,Hyderabad,DistName8,RetailerID9,416.73
25846,processed,01-02-2018,25918,processed,2,ProdName850,66.47,15535.0,132.94,Hyderabad,DistName1,RetailerID36,919.34
25846,processed,01-02-2018,25918,processed,20,ProdName922,39.32,14862.0,786.4,Hyderabad,DistName1,RetailerID58,919.34
25845,processed,01-02-2018,25917,processed,5,ProdName923,22.29,8427.0,111.45,Hyderabad,DistName4,RetailerID71,509.98
25845,processed,01-02-2018,25917,processed,6,ProdName924,25.0,580.0,150.0,Hyderabad,DistName1,RetailerID48,509.98
25845,processed,01-02-2018,25917,processed,1,ProdName781,90.13,5076.0,90.13,Hyderabad,DistName1,RetailerID85,509.98
25847,processed,01-02-2018,25920,processed,2,ProdName604,41.3,16404.0,82.6,Hyderabad,DistName3,RetailerID146,914.31
25847,processed,01-02-2018,25920,processed,5,ProdName259,56.25,4897.0,281.25,Hyderabad,DistName6,RetailerID188,914.31
25847,processed,01-02-2018,25920,processed,2,ProdName925,59.29,5511.0,118.58,Hyderabad,DistName1,RetailerID20,914.31
25847,processed,01-02-2018,25920,processed,5,ProdName674,59.29,2354.0,296.45,Hyderabad,DistName1,RetailerID20,914.31
25847,processed,01-02-2018,25920,processed,1,ProdName926,135.43,1176.0,135.43,Hyderabad,DistName1,RetailerID72,914.31
25828,processed,31-01-2018,25892,processed,1,ProdName636,155.63,1743.0,155.63,Hyderabad,DistName7,RetailerID81,1469.32
25850,delivered,02-02-2018,25926,delivered,2,ProdName213,50.1,31743.0,100.2,Gurugram,DistName1,RetailerID15,101.0
25851,accepted,02-02-2018,25927,cancelled,1,ProdName798,44.64,942.0,44.64,Hyderabad,DistName1,RetailerID32,974.27
25851,accepted,02-02-2018,25927,cancelled,6,ProdName802,36.93,22235.0,221.58,Hyderabad,DistName3,RetailerID114,974.27
25851,accepted,02-02-2018,25927,cancelled,2,ProdName927,40.36,1165.0,80.72,Hyderabad,DistName1,RetailerID42,974.27
25851,accepted,02-02-2018,25927,cancelled,2,ProdName40,88.14,1688.0,176.28,Hyderabad,DistName3,RetailerID63,974.27
25851,accepted,02-02-2018,25927,cancelled,6,ProdName569,28.57,5805.0,171.42,Hyderabad,DistName1,RetailerID13,974.27
25851,accepted,02-02-2018,25927,cancelled,3,ProdName753,93.21,2520.0,279.63,Hyderabad,DistName1,RetailerID16,974.27
25851,accepted,02-02-2018,25928,processed,5,ProdName524,18.6,1875.0,93.0,Hyderabad,DistName1,RetailerID58,554.68
25851,accepted,02-02-2018,25928,processed,4,ProdName488,10.18,1332.0,40.72,Hyderabad,DistName1,RetailerID119,554.68
25851,accepted,02-02-2018,25928,processed,3,ProdName928,140.32,5283.0,420.96,Hyderabad,DistName1,RetailerID72,554.68
25849,processed,02-02-2018,25925,processed,1,ProdName929,97.71,5729.0,97.71,Hyderabad,DistName3,RetailerID67,1256.1
25849,processed,02-02-2018,25925,processed,3,ProdName518,110.0,1260.0,330.0,Hyderabad,DistName6,RetailerID55,1256.1
25849,processed,02-02-2018,25925,processed,3,ProdName179,35.0,2463.0,105.0,Hyderabad,DistName1,RetailerID74,1256.1
25849,processed,02-02-2018,25925,processed,2,ProdName124,41.14,2407.0,82.28,Hyderabad,DistName1,RetailerID21,1256.1
25849,processed,02-02-2018,25925,processed,1,ProdName930,127.14,5221.0,127.14,Hyderabad,DistName1,RetailerID74,1256.1
25849,processed,02-02-2018,25925,processed,2,ProdName258,31.43,4377.0,62.86,Hyderabad,DistName1,RetailerID204,1256.1
25849,processed,02-02-2018,25925,processed,5,ProdName715,42.07,3826.0,210.35,Hyderabad,DistName7,RetailerID207,1256.1
25849,processed,02-02-2018,25925,processed,1,ProdName931,240.76,3952.0,240.76,Hyderabad,DistName7,RetailerID133,1256.1
25853,delivered,02-02-2018,25931,delivered,3,ProdName932,67.36,31709.0,202.08,Gurugram,DistName8,RetailerID9,300.0
25853,delivered,02-02-2018,25931,delivered,3,ProdName933,35.59,29879.0,106.77,Gurugram,DistName3,RetailerID35,300.0
25853,delivered,02-02-2018,25932,delivered,2,ProdName934,470.81,28762.0,941.62,Gurugram,DistName1,RetailerID85,538.0
25853,delivered,02-02-2018,25932,delivered,3,ProdName935,25.24,29097.0,75.72,Gurugram,DistName1,RetailerID43,538.0
25853,delivered,02-02-2018,25932,delivered,6,ProdName48,69.68,26986.0,418.08,Gurugram,DistName6,RetailerID55,538.0
25852,processed,02-02-2018,25933,processed,1,ProdName936,137.14,1813.0,137.14,Hyderabad,DistName1,RetailerID141,356.34
25852,processed,02-02-2018,25933,processed,10,ProdName937,8.0,2390.0,80.0,Hyderabad,DistName1,RetailerID13,356.34
25852,processed,02-02-2018,25934,processed,1,ProdName938,107.12,11579.0,107.12,Hyderabad,DistName1,RetailerID85,187.41
25849,processed,02-02-2018,25924,processed,1,ProdName939,104.0,24738.0,104.0,Hyderabad,DistName6,RetailerID55,265.39
25849,processed,02-02-2018,25924,processed,1,ProdName711,28.29,9077.0,28.29,Hyderabad,DistName1,RetailerID43,265.39
25847,processed,01-02-2018,25921,processed,1,ProdName870,208.5,393.0,208.5,Hyderabad,DistName1,RetailerID13,465.7
